Country,Category,Series,Data Type,Data,Values,Date
United Kingdom,Spending,Timeseries,Data Series,Staple,103.71,2020-05-01
United Kingdom,Spending,Timeseries,Data Series,Staple,103.69,2020-05-04
United Kingdom,Spending,Timeseries,Data Series,Staple,106.44,2020-05-05
United Kingdom,Spending,Timeseries,Data Series,Staple,106.36,2020-05-06
United Kingdom,Spending,Timeseries,Data Series,Staple,106.59,2020-05-07
United Kingdom,Spending,Timeseries,Data Series,Staple,101.02,2020-05-11
United Kingdom,Spending,Timeseries,Data Series,Staple,100.22,2020-05-12
United Kingdom,Spending,Timeseries,Data Series,Staple,98.41,2020-05-13
United Kingdom,Spending,Timeseries,Data Series,Staple,97.39,2020-05-14
United Kingdom,Spending,Timeseries,Data Series,Staple,99.27,2020-05-15
United Kingdom,Spending,Timeseries,Data Series,Staple,101.29,2020-05-18
United Kingdom,Spending,Timeseries,Data Series,Staple,99.14,2020-05-19
United Kingdom,Spending,Timeseries,Data Series,Staple,100.61,2020-05-20
United Kingdom,Spending,Timeseries,Data Series,Staple,100.99,2020-05-21
United Kingdom,Spending,Timeseries,Data Series,Staple,101.55,2020-05-22
United Kingdom,Spending,Timeseries,Data Series,Staple,100.44,2020-05-26
United Kingdom,Spending,Timeseries,Data Series,Staple,103.18,2020-05-27
United Kingdom,Spending,Timeseries,Data Series,Staple,102.98,2020-05-28
United Kingdom,Spending,Timeseries,Data Series,Staple,104.39,2020-05-29
United Kingdom,Spending,Timeseries,Data Series,Staple,104.17,2020-06-01
United Kingdom,Spending,Timeseries,Data Series,Staple,113.29,2020-06-02
United Kingdom,Spending,Timeseries,Data Series,Staple,111.26,2020-06-03
United Kingdom,Spending,Timeseries,Data Series,Staple,111.91,2020-06-04
United Kingdom,Spending,Timeseries,Data Series,Staple,110.04,2020-06-05
United Kingdom,Spending,Timeseries,Data Series,Staple,106.55,2020-06-08
United Kingdom,Spending,Timeseries,Data Series,Staple,103.72,2020-06-09
United Kingdom,Spending,Timeseries,Data Series,Staple,101.89,2020-06-10
United Kingdom,Spending,Timeseries,Data Series,Staple,100.92,2020-06-11
United Kingdom,Spending,Timeseries,Data Series,Staple,100.69,2020-06-12
United Kingdom,Spending,Timeseries,Data Series,Staple,99.64,2020-06-15
United Kingdom,Spending,Timeseries,Data Series,Staple,100.29,2020-06-16
United Kingdom,Spending,Timeseries,Data Series,Staple,100.72,2020-06-17
United Kingdom,Spending,Timeseries,Data Series,Staple,101.12,2020-06-18
United Kingdom,Spending,Timeseries,Data Series,Staple,101.6,2020-06-19
United Kingdom,Spending,Timeseries,Data Series,Staple,104.9,2020-06-22
United Kingdom,Spending,Timeseries,Data Series,Staple,104.43,2020-06-23
United Kingdom,Spending,Timeseries,Data Series,Staple,104.41,2020-06-24
United Kingdom,Spending,Timeseries,Data Series,Staple,104.34,2020-06-25
United Kingdom,Spending,Timeseries,Data Series,Staple,104.71,2020-06-26
United Kingdom,Spending,Timeseries,Data Series,Staple,106.15,2020-06-29
United Kingdom,Spending,Timeseries,Data Series,Staple,106.74,2020-06-30
United Kingdom,Spending,Timeseries,Data Series,Staple,108.91,2020-07-01
United Kingdom,Spending,Timeseries,Data Series,Staple,110.65,2020-07-02
United Kingdom,Spending,Timeseries,Data Series,Staple,110.73,2020-07-03
United Kingdom,Spending,Timeseries,Data Series,Staple,108.07,2020-07-06
United Kingdom,Spending,Timeseries,Data Series,Staple,108.28,2020-07-07
United Kingdom,Spending,Timeseries,Data Series,Staple,105.3,2020-07-08
United Kingdom,Spending,Timeseries,Data Series,Staple,103.69,2020-07-09
United Kingdom,Spending,Timeseries,Data Series,Staple,102.43,2020-07-10
United Kingdom,Spending,Timeseries,Data Series,Staple,101.37,2020-07-13
United Kingdom,Spending,Timeseries,Data Series,Staple,100.56,2020-07-14
United Kingdom,Spending,Timeseries,Data Series,Staple,100.67,2020-07-15
United Kingdom,Spending,Timeseries,Data Series,Staple,100.07,2020-07-16
United Kingdom,Spending,Timeseries,Data Series,Staple,100.18,2020-07-17
United Kingdom,Spending,Timeseries,Data Series,Staple,100,2020-07-20
United Kingdom,Spending,Timeseries,Data Series,Staple,99.81,2020-07-21
United Kingdom,Spending,Timeseries,Data Series,Staple,97.68,2020-07-22
United Kingdom,Spending,Timeseries,Data Series,Staple,97.14,2020-07-23
United Kingdom,Spending,Timeseries,Data Series,Staple,97.4,2020-07-24
United Kingdom,Spending,Timeseries,Data Series,Staple,98.74,2020-07-27
United Kingdom,Spending,Timeseries,Data Series,Staple,100.08,2020-07-28
United Kingdom,Spending,Timeseries,Data Series,Staple,103.59,2020-07-29
United Kingdom,Spending,Timeseries,Data Series,Staple,104.34,2020-07-30
United Kingdom,Spending,Timeseries,Data Series,Staple,105.06,2020-07-31
United Kingdom,Spending,Timeseries,Data Series,Staple,110,2020-08-03
United Kingdom,Spending,Timeseries,Data Series,Staple,108.22,2020-08-04
United Kingdom,Spending,Timeseries,Data Series,Staple,107.01,2020-08-05
United Kingdom,Spending,Timeseries,Data Series,Staple,107.53,2020-08-06
United Kingdom,Spending,Timeseries,Data Series,Staple,106.68,2020-08-07
United Kingdom,Spending,Timeseries,Data Series,Staple,102.51,2020-08-10
United Kingdom,Spending,Timeseries,Data Series,Staple,101.6,2020-08-11
United Kingdom,Spending,Timeseries,Data Series,Staple,101.26,2020-08-12
United Kingdom,Spending,Timeseries,Data Series,Staple,99.6,2020-08-13
United Kingdom,Spending,Timeseries,Data Series,Staple,99.51,2020-08-14
United Kingdom,Spending,Timeseries,Data Series,Staple,99.7,2020-08-17
United Kingdom,Spending,Timeseries,Data Series,Staple,99.08,2020-08-18
United Kingdom,Spending,Timeseries,Data Series,Staple,98.7,2020-08-19
United Kingdom,Spending,Timeseries,Data Series,Staple,98.23,2020-08-20
United Kingdom,Spending,Timeseries,Data Series,Staple,97.82,2020-08-21
United Kingdom,Spending,Timeseries,Data Series,Staple,97.7,2020-08-24
United Kingdom,Spending,Timeseries,Data Series,Staple,97.87,2020-08-25
United Kingdom,Spending,Timeseries,Data Series,Staple,98.6,2020-08-26
United Kingdom,Spending,Timeseries,Data Series,Staple,100.14,2020-08-27
United Kingdom,Spending,Timeseries,Data Series,Staple,101.27,2020-08-28
United Kingdom,Spending,Timeseries,Data Series,Staple,105.06,2020-09-01
United Kingdom,Spending,Timeseries,Data Series,Staple,108.8,2020-09-02
United Kingdom,Spending,Timeseries,Data Series,Staple,108.45,2020-09-03
United Kingdom,Spending,Timeseries,Data Series,Staple,107.84,2020-09-04
United Kingdom,Spending,Timeseries,Data Series,Staple,105.27,2020-09-07
United Kingdom,Spending,Timeseries,Data Series,Staple,105.81,2020-09-08
United Kingdom,Spending,Timeseries,Data Series,Staple,101.35,2020-09-09
United Kingdom,Spending,Timeseries,Data Series,Staple,100.77,2020-09-10
United Kingdom,Spending,Timeseries,Data Series,Staple,100,2020-09-11
United Kingdom,Spending,Timeseries,Data Series,Staple,98.86,2020-09-14
United Kingdom,Spending,Timeseries,Data Series,Staple,98.74,2020-09-15
United Kingdom,Spending,Timeseries,Data Series,Staple,98.67,2020-09-16
United Kingdom,Spending,Timeseries,Data Series,Staple,98.56,2020-09-17
United Kingdom,Spending,Timeseries,Data Series,Staple,98.38,2020-09-18
United Kingdom,Spending,Timeseries,Data Series,Staple,99.23,2020-09-21
United Kingdom,Spending,Timeseries,Data Series,Staple,98.93,2020-09-22
United Kingdom,Spending,Timeseries,Data Series,Staple,99.72,2020-09-23
United Kingdom,Spending,Timeseries,Data Series,Staple,100.12,2020-09-24
United Kingdom,Spending,Timeseries,Data Series,Staple,100.7,2020-09-25
United Kingdom,Spending,Timeseries,Data Series,Staple,104.72,2020-09-28
United Kingdom,Spending,Timeseries,Data Series,Staple,106.49,2020-09-29
United Kingdom,Spending,Timeseries,Data Series,Staple,106.92,2020-09-30
United Kingdom,Spending,Timeseries,Data Series,Staple,109.04,2020-10-01
United Kingdom,Spending,Timeseries,Data Series,Staple,110.54,2020-10-02
United Kingdom,Spending,Timeseries,Data Series,Staple,108.58,2020-10-05
United Kingdom,Spending,Timeseries,Data Series,Staple,105.31,2020-10-06
United Kingdom,Spending,Timeseries,Data Series,Staple,106.71,2020-10-07
United Kingdom,Spending,Timeseries,Data Series,Staple,104.27,2020-10-08
United Kingdom,Spending,Timeseries,Data Series,Staple,102.11,2020-10-09
United Kingdom,Spending,Timeseries,Data Series,Staple,100.35,2020-10-12
United Kingdom,Spending,Timeseries,Data Series,Staple,101.81,2020-10-13
United Kingdom,Spending,Timeseries,Data Series,Staple,99.3,2020-10-14
United Kingdom,Spending,Timeseries,Data Series,Staple,99.61,2020-10-15
United Kingdom,Spending,Timeseries,Data Series,Staple,100.07,2020-10-16
United Kingdom,Spending,Timeseries,Data Series,Staple,100.38,2020-10-19
United Kingdom,Spending,Timeseries,Data Series,Staple,100.53,2020-10-20
United Kingdom,Spending,Timeseries,Data Series,Staple,100.94,2020-10-21
United Kingdom,Spending,Timeseries,Data Series,Staple,101,2020-10-22
United Kingdom,Spending,Timeseries,Data Series,Staple,101.05,2020-10-23
United Kingdom,Spending,Timeseries,Data Series,Staple,102.74,2020-10-26
United Kingdom,Spending,Timeseries,Data Series,Staple,103.39,2020-10-27
United Kingdom,Spending,Timeseries,Data Series,Staple,104.25,2020-10-28
United Kingdom,Spending,Timeseries,Data Series,Staple,105.63,2020-10-29
United Kingdom,Spending,Timeseries,Data Series,Staple,106.88,2020-10-30
United Kingdom,Spending,Timeseries,Data Series,Staple,113.86,2020-11-02
United Kingdom,Spending,Timeseries,Data Series,Staple,116.99,2020-11-03
United Kingdom,Spending,Timeseries,Data Series,Staple,119.17,2020-11-04
United Kingdom,Spending,Timeseries,Data Series,Staple,119.63,2020-11-05
United Kingdom,Spending,Timeseries,Data Series,Staple,117.75,2020-11-06
United Kingdom,Spending,Timeseries,Data Series,Staple,110.19,2020-11-09
United Kingdom,Spending,Timeseries,Data Series,Staple,106.79,2020-11-10
United Kingdom,Spending,Timeseries,Data Series,Staple,104.33,2020-11-11
United Kingdom,Spending,Timeseries,Data Series,Staple,102.57,2020-11-12
United Kingdom,Spending,Timeseries,Data Series,Staple,103.38,2020-11-13
United Kingdom,Spending,Timeseries,Data Series,Staple,104.38,2020-11-16
United Kingdom,Spending,Timeseries,Data Series,Staple,104.78,2020-11-17
United Kingdom,Spending,Timeseries,Data Series,Staple,104.92,2020-11-18
United Kingdom,Spending,Timeseries,Data Series,Staple,105.25,2020-11-19
United Kingdom,Spending,Timeseries,Data Series,Staple,105.75,2020-11-20
United Kingdom,Spending,Timeseries,Data Series,Staple,107.73,2020-11-23
United Kingdom,Spending,Timeseries,Data Series,Staple,107.99,2020-11-24
United Kingdom,Spending,Timeseries,Data Series,Staple,108.86,2020-11-25
United Kingdom,Spending,Timeseries,Data Series,Staple,110.47,2020-11-26
United Kingdom,Spending,Timeseries,Data Series,Staple,112,2020-11-27
United Kingdom,Spending,Timeseries,Data Series,Staple,117.63,2020-11-30
United Kingdom,Spending,Timeseries,Data Series,Staple,120.78,2020-12-01
United Kingdom,Spending,Timeseries,Data Series,Staple,123.65,2020-12-02
United Kingdom,Spending,Timeseries,Data Series,Staple,124.49,2020-12-03
United Kingdom,Spending,Timeseries,Data Series,Staple,124.92,2020-12-04
United Kingdom,Spending,Timeseries,Data Series,Staple,123,2020-12-07
United Kingdom,Spending,Timeseries,Data Series,Staple,121.62,2020-12-08
United Kingdom,Spending,Timeseries,Data Series,Staple,120.79,2020-12-09
United Kingdom,Spending,Timeseries,Data Series,Staple,120.88,2020-12-10
United Kingdom,Spending,Timeseries,Data Series,Staple,121.08,2020-12-11
United Kingdom,Spending,Timeseries,Data Series,Staple,120.11,2020-12-14
United Kingdom,Spending,Timeseries,Data Series,Staple,121.13,2020-12-15
United Kingdom,Spending,Timeseries,Data Series,Staple,121.81,2020-12-16
United Kingdom,Spending,Timeseries,Data Series,Staple,122.67,2020-12-17
United Kingdom,Spending,Timeseries,Data Series,Staple,123.9,2020-12-18
United Kingdom,Spending,Timeseries,Data Series,Staple,131.2,2020-12-21
United Kingdom,Spending,Timeseries,Data Series,Staple,140.63,2020-12-22
United Kingdom,Spending,Timeseries,Data Series,Staple,150.41,2020-12-23
United Kingdom,Spending,Timeseries,Data Series,Staple,160.82,2020-12-24
United Kingdom,Spending,Timeseries,Data Series,Staple,102.01,2020-12-29
United Kingdom,Spending,Timeseries,Data Series,Staple,92.4,2020-12-30
United Kingdom,Spending,Timeseries,Data Series,Staple,82.14,2020-12-31
United Kingdom,Spending,Timeseries,Data Series,Staple,82.95,2021-01-04
United Kingdom,Spending,Timeseries,Data Series,Staple,103.46,2021-01-05
United Kingdom,Spending,Timeseries,Data Series,Staple,100.8,2021-01-06
United Kingdom,Spending,Timeseries,Data Series,Staple,97.79,2021-01-07
United Kingdom,Spending,Timeseries,Data Series,Staple,99.36,2021-01-08
United Kingdom,Spending,Timeseries,Data Series,Staple,106.91,2021-01-11
United Kingdom,Spending,Timeseries,Data Series,Staple,102.72,2021-01-12
United Kingdom,Spending,Timeseries,Data Series,Staple,102.13,2021-01-13
United Kingdom,Spending,Timeseries,Data Series,Staple,101.51,2021-01-14
United Kingdom,Spending,Timeseries,Data Series,Staple,100.32,2021-01-15
United Kingdom,Spending,Timeseries,Data Series,Staple,101.12,2021-01-18
United Kingdom,Spending,Timeseries,Data Series,Staple,101.07,2021-01-19
United Kingdom,Spending,Timeseries,Data Series,Staple,100.86,2021-01-20
United Kingdom,Spending,Timeseries,Data Series,Staple,100.59,2021-01-21
United Kingdom,Spending,Timeseries,Data Series,Staple,101.34,2021-01-22
United Kingdom,Spending,Timeseries,Data Series,Staple,100.7,2021-01-25
United Kingdom,Spending,Timeseries,Data Series,Staple,101.06,2021-01-26
United Kingdom,Spending,Timeseries,Data Series,Staple,101.8,2021-01-27
United Kingdom,Spending,Timeseries,Data Series,Staple,103.25,2021-01-28
United Kingdom,Spending,Timeseries,Data Series,Staple,105.01,2021-01-29
United Kingdom,Spending,Timeseries,Data Series,Staple,111.09,2021-02-01
United Kingdom,Spending,Timeseries,Data Series,Staple,112.69,2021-02-02
United Kingdom,Spending,Timeseries,Data Series,Staple,113.08,2021-02-03
United Kingdom,Spending,Timeseries,Data Series,Staple,113.47,2021-02-04
United Kingdom,Spending,Timeseries,Data Series,Staple,112.7,2021-02-05
United Kingdom,Spending,Timeseries,Data Series,Staple,110.07,2021-02-08
United Kingdom,Spending,Timeseries,Data Series,Staple,108.09,2021-02-09
United Kingdom,Spending,Timeseries,Data Series,Staple,106.76,2021-02-10
United Kingdom,Spending,Timeseries,Data Series,Staple,106.24,2021-02-11
United Kingdom,Spending,Timeseries,Data Series,Staple,106.89,2021-02-12
United Kingdom,Spending,Timeseries,Data Series,Staple,109.76,2021-02-15
United Kingdom,Spending,Timeseries,Data Series,Staple,110.9,2021-02-16
United Kingdom,Spending,Timeseries,Data Series,Staple,111.42,2021-02-17
United Kingdom,Spending,Timeseries,Data Series,Staple,111.32,2021-02-18
United Kingdom,Spending,Timeseries,Data Series,Staple,110.33,2021-02-19
United Kingdom,Spending,Timeseries,Data Series,Staple,106.04,2021-02-22
United Kingdom,Spending,Timeseries,Data Series,Staple,105,2021-02-23
United Kingdom,Spending,Timeseries,Data Series,Staple,103.93,2021-02-24
United Kingdom,Spending,Timeseries,Data Series,Staple,104.7,2021-02-25
United Kingdom,Spending,Timeseries,Data Series,Staple,105.69,2021-02-26
United Kingdom,Spending,Timeseries,Data Series,Staple,112.91,2021-03-01
United Kingdom,Spending,Timeseries,Data Series,Staple,116.36,2021-03-02
United Kingdom,Spending,Timeseries,Data Series,Staple,119.81,2021-03-03
United Kingdom,Spending,Timeseries,Data Series,Staple,120.13,2021-03-04
United Kingdom,Spending,Timeseries,Data Series,Staple,120.6,2021-03-05
United Kingdom,Spending,Timeseries,Data Series,Staple,117.73,2021-03-08
United Kingdom,Spending,Timeseries,Data Series,Staple,116.33,2021-03-09
United Kingdom,Spending,Timeseries,Data Series,Staple,114.83,2021-03-10
United Kingdom,Spending,Timeseries,Data Series,Staple,114.85,2021-03-11
United Kingdom,Spending,Timeseries,Data Series,Staple,112.39,2021-03-12
United Kingdom,Spending,Timeseries,Data Series,Staple,117.49,2021-03-15
United Kingdom,Spending,Timeseries,Data Series,Staple,116.98,2021-03-16
United Kingdom,Spending,Timeseries,Data Series,Staple,116.94,2021-03-17
United Kingdom,Spending,Timeseries,Data Series,Staple,116.08,2021-03-18
United Kingdom,Spending,Timeseries,Data Series,Staple,117.82,2021-03-19
United Kingdom,Spending,Timeseries,Data Series,Staple,110.7,2021-03-22
United Kingdom,Spending,Timeseries,Data Series,Staple,110.67,2021-03-23
United Kingdom,Spending,Timeseries,Data Series,Staple,111.21,2021-03-24
United Kingdom,Spending,Timeseries,Data Series,Staple,111.07,2021-03-25
United Kingdom,Spending,Timeseries,Data Series,Staple,112.75,2021-03-26
United Kingdom,Spending,Timeseries,Data Series,Staple,117.8,2021-03-29
United Kingdom,Spending,Timeseries,Data Series,Staple,119.66,2021-03-30
United Kingdom,Spending,Timeseries,Data Series,Staple,121.21,2021-03-31
United Kingdom,Spending,Timeseries,Data Series,Staple,125.88,2021-04-01
United Kingdom,Spending,Timeseries,Data Series,Staple,115.66,2021-04-06
United Kingdom,Spending,Timeseries,Data Series,Staple,120.3,2021-04-07
United Kingdom,Spending,Timeseries,Data Series,Staple,116,2021-04-08
United Kingdom,Spending,Timeseries,Data Series,Staple,117.13,2021-04-09
